id,geometry
231,"POLYGON ((108.21673693614038 16.059697298709736, 108.21676912599281 16.059701782119966, 108.21676029087136 16.059615283639324, 108.21672262824548 16.059619919284245, 108.21673693614038 16.059697298709736))"
232,"POLYGON ((108.2171705645386 16.05986179943801, 108.21738561973558 16.0598628480684, 108.21738223230157 16.059756605618738, 108.21717347734287 16.05976465036866, 108.2171705645386 16.05986179943801))"
233,"POLYGON ((108.21727923297026 16.06001486570759, 108.21745039991362 16.060043331411595, 108.21747685130597 16.059943095254443, 108.21728685134141 16.05991618851733, 108.21727923297026 16.06001486570759))"
234,"POLYGON ((108.2173312959138 16.06012707336483, 108.2174616041135 16.060135896100856, 108.21745988556741 16.06007214994897, 108.21734996253556 16.060054175597337, 108.2173312959138 16.06012707336483))"
235,"POLYGON ((108.21737092513037 16.06029243306103, 108.21743210891246 16.060277120978807, 108.21740677012689 16.06018155142888, 108.217337730673 16.060193844936435, 108.21737092513037 16.06029243306103))"
236,"POLYGON ((108.21748859414618 16.060266372700283, 108.2175466526407 16.060257138827087, 108.21754962905683 16.060187311008136, 108.2174569587283 16.060163227627527, 108.21748859414618 16.060266372700283))"
237,"POLYGON ((108.21747552608801 16.060047830131587, 108.21755402633997 16.060053730184272, 108.2175585370321 16.059968720466085, 108.21747531702033 16.05995827715203, 108.21747552608801 16.060047830131587))"
238,"POLYGON ((108.21770037560334 16.060209749668886, 108.2178305668404 16.06016848322717, 108.21781464621105 16.06007289315482, 108.21766718809009 16.060114197292645, 108.21770037560334 16.060209749668886))"
239,"POLYGON ((108.21784943542656 16.060182102700765, 108.21797491389876 16.060139328613, 108.21796225679913 16.060096856337776, 108.21783203372136 16.060124462234736, 108.21784943542656 16.060182102700765))"
240,"POLYGON ((108.21791092771264 16.060298843171136, 108.2181432148322 16.060284674831838, 108.218141364768 16.06016476835533, 108.21790907069341 16.060175900995116, 108.21791092771264 16.060298843171136))"
241,"POLYGON ((108.21800402470922 16.060169622093596, 108.21813272774689 16.060163269380546, 108.21811991980435 16.06005628861992, 108.21799907076354 16.060064900942823, 108.21800402470922 16.060169622093596))"
242,"POLYGON ((108.21819341048496 16.060269386553003, 108.2182648470836 16.06027530178485, 108.21826539412469 16.060173604325886, 108.21824420287325 16.060173650660094, 108.21823136470177 16.060053768208853, 108.21813014605891 16.060066132322447, 108.21814693509198 16.06019739005482, 108.21819008649128 16.06019046537643, 108.21819341048496 16.060269386553003))"
243,"POLYGON ((108.2185143566994 16.06024212220319, 108.21859275936637 16.06020628108416, 108.21855017796307 16.06012137439158, 108.21846782438236 16.06014584022741, 108.2185143566994 16.06024212220319))"
244,"POLYGON ((108.21838534473977 16.06011642246731, 108.21849835760953 16.06011313955998, 108.2185005701399 16.060052420534, 108.21838991011124 16.060054939368474, 108.21838534473977 16.06011642246731))"
245,"POLYGON ((108.21878422819817 16.060189924580246, 108.21887608538776 16.06020186632607, 108.21888213680747 16.06010471038493, 108.21879970332212 16.06009502479401, 108.21878422819817 16.060189924580246))"
246,"POLYGON ((108.21861395417243 16.060207752562217, 108.21875437504762 16.0601778470886, 108.21874484478904 16.060130055528727, 108.21870952782315 16.060130891753495, 108.21859734243563 16.060152387217276, 108.21861395417243 16.060207752562217))"
247,"POLYGON ((108.21858085502579 16.060150146510402, 108.21868127815806 16.060133230360655, 108.21867175680076 16.0600892334139, 108.21856820490157 16.06011070996817, 108.21858085502579 16.060150146510402))"
248,"POLYGON ((108.21856348508089 16.060106166730886, 108.21869293738368 16.060084633497123, 108.21868974109678 16.06006035481843, 108.21861833653621 16.060068100348182, 108.21862137296479 16.060024075919724, 108.21855781524373 16.060031045331375, 108.21856811077826 16.060070487026355, 108.2185579271234 16.060078857507722, 108.21856348508089 16.060106166730886))"
249,"POLYGON ((108.21872577540394 16.060030677789598, 108.21888198575405 16.060040201896136, 108.21887791039977 16.059975701998713, 108.21884338365342 16.059978813296716, 108.21884566004869 16.059945415512047, 108.21871305242531 16.059960125395737, 108.21872577540394 16.060030677789598))"
250,"POLYGON ((108.21603415767329 16.060400457666873, 108.21613779129778 16.06041389281624, 108.21615732560107 16.060207801474146, 108.21607367955357 16.060182938920367, 108.21603415767329 16.060400457666873))"
251,"POLYGON ((108.21602413525385 16.060140926258864, 108.21614418192839 16.06012472751844, 108.21613463639218 16.060070105512334, 108.21601338066564 16.060072646181677, 108.21602413525385 16.060140926258864))"
252,"POLYGON ((108.21586723495538 16.060003522272297, 108.21602970643083 16.060005445567718, 108.21603071415899 16.05993258632923, 108.21587293336596 16.05992268408986, 108.21586723495538 16.060003522272297))"
253,"POLYGON ((108.21614367046442 16.059905019107507, 108.21627555616058 16.05991725431054, 108.21629889785046 16.05982954735872, 108.2161493343106 16.059809381907616, 108.21614367046442 16.059905019107507))"
254,"POLYGON ((108.21599767849011 16.05990192164802, 108.21607775544311 16.059910854523856, 108.21608471319796 16.059865303728195, 108.21601049622143 16.059844974189946, 108.21599767849011 16.05990192164802))"
255,"POLYGON ((108.21593395116763 16.05983603360422, 108.21605641583793 16.059847151048544, 108.21606459062954 16.059818673474954, 108.21596793893792 16.05976993295865, 108.21593395116763 16.05983603360422))"
256,"POLYGON ((108.21573486733385 16.059784100634303, 108.21589617723468 16.05979285690972, 108.21591602694163 16.05972223346209, 108.21573466346106 16.05969644493968, 108.21573486733385 16.059784100634303))"
257,"POLYGON ((108.2157169855874 16.059688514642332, 108.2159148258137 16.059711990552728, 108.21591820670427 16.059647094888742, 108.21572276877694 16.059644104801254, 108.2157169855874 16.059688514642332))"
258,"POLYGON ((108.21574336883121 16.060402228656887, 108.21583757879564 16.06041340766352, 108.21586768255449 16.060195909436114, 108.21578053379673 16.06018357669121, 108.21574336883121 16.060402228656887))"
259,"POLYGON ((108.21541360492355 16.06035057956298, 108.21565386804997 16.0603910393691, 108.21569218128126 16.060159862614533, 108.21545312218058 16.060130784141187, 108.21541360492355 16.06035057956298))"
260,"POLYGON ((108.21527227153625 16.060325842055782, 108.21537354784911 16.060338144307288, 108.21539433695695 16.060165063638546, 108.21537550821925 16.06016851972905, 108.21538009832919 16.06011728214115, 108.21529060827272 16.06011064624006, 108.21527227153625 16.060325842055782))"
261,"POLYGON ((108.21540712577075 16.060095593970754, 108.2156485923534 16.060147435089583, 108.21566957446599 16.060057456548556, 108.21540932424588 16.060028424099713, 108.21540712577075 16.060095593970754))"
262,"POLYGON ((108.21568487131306 16.060054008112544, 108.21581079383259 16.060033243217145, 108.21580356060396 16.059960401902245, 108.21567996358957 16.059968639430547, 108.21568487131306 16.060054008112544))"
263,"POLYGON ((108.21579227758984 16.06017102884419, 108.21588289200392 16.060154894261853, 108.21587803716386 16.060092293299196, 108.21584861546567 16.06009691086564, 108.21583673661519 16.060051401050465, 108.21577904933456 16.060051526522464, 108.21579227758984 16.06017102884419))"
264,"POLYGON ((108.21591695400879 16.0601206684206, 108.21595460880415 16.060112617757877, 108.21594855016204 16.060038635502828, 108.215899133061 16.060051265318375, 108.21591695400879 16.0601206684206))"
265,"POLYGON ((108.21541283230673 16.06001817095329, 108.21551996316873 16.060016799719524, 108.21551863767269 16.05995305268199, 108.21549863431277 16.059957649727494, 108.21550091214891 16.059924631425446, 108.21540790882507 16.059925971947653, 108.21541283230673 16.06001817095329))"
266,"POLYGON ((108.21553643201362 16.06001107196375, 108.21559174882053 16.060004121362514, 108.21558570090414 16.059934692635398, 108.2155186323797 16.059950775910664, 108.21553643201362 16.06001107196375))"
267,"POLYGON ((108.21507042296031 16.06009746381046, 108.2152764860605 16.060112953704795, 108.21529393910934 16.060024121254827, 108.21507844983735 16.060005236670893, 108.21507042296031 16.06009746381046))"
268,"POLYGON ((108.21512019446347 16.060237377868265, 108.21516495538492 16.06024752617248, 108.21519171575437 16.06011086107401, 108.21513284058203 16.060106435386857, 108.21512019446347 16.060237377868265))"
269,"POLYGON ((108.21518484770662 16.06019511695862, 108.21522017970253 16.0602007321666, 108.21522822502739 16.06011647372381, 108.21519290891437 16.060117688830893, 108.21518484770662 16.06019511695862))"
270,"POLYGON ((108.21510154816286 16.060319382547554, 108.2151521849899 16.060324964527055, 108.21515790220673 16.060252095057997, 108.21511078669921 16.060241951866026, 108.21510154816286 16.060319382547554))"
271,"POLYGON ((108.2149377167434 16.060238912495976, 108.21498718418448 16.060247912228228, 108.21499283272766 16.060145444732804, 108.2149457516154 16.060150100518022, 108.2149377167434 16.060238912495976))"
272,"POLYGON ((108.21496097446912 16.060114777332814, 108.21503398507645 16.06012258754796, 108.21503493500344 16.06002468381939, 108.21497253855821 16.0600248192995, 108.21496097446912 16.060114777332814))"
273,"POLYGON ((108.21502026734879 16.060299068009556, 108.2150850343297 16.060305757714026, 108.21509175699526 16.060158890618705, 108.21503287123511 16.060149911361552, 108.21502026734879 16.060299068009556))"
274,"POLYGON ((108.21470098844183 16.060199582599232, 108.2148069870459 16.060217566831728, 108.2148407453413 16.060052426795476, 108.21471473286663 16.06003448600702, 108.21470098844183 16.060199582599232))"
275,"POLYGON ((108.21448736266373 16.06022281386689, 108.21463574512387 16.060241275449744, 108.21466525492237 16.060020932666795, 108.21452213478362 16.059987091400252, 108.21448736266373 16.06022281386689))"
276,"POLYGON ((108.21466165172359 16.0599902039135, 108.21470402628367 16.059986696795637, 108.21471951153326 16.059810781703366, 108.21466830337141 16.059812600402502, 108.21466165172359 16.0599902039135))"
277,"POLYGON ((108.21475170657894 16.059986593330045, 108.21479235483513 16.060000165813552, 108.21482381666627 16.059860075374516, 108.214761985136 16.059849964042225, 108.21475170657894 16.059986593330045))"
278,"POLYGON ((108.21490716055968 16.060008454557313, 108.21502375205688 16.06002527729776, 108.21505365797951 16.05997569232987, 108.21491589905821 16.05996916108101, 108.21490716055968 16.060008454557313))"
279,"POLYGON ((108.2148017751099 16.060254575866622, 108.21490425112289 16.060276552065353, 108.21491452562032 16.060138215197643, 108.21481745055104 16.060160624547578, 108.2148017751099 16.060254575866622))"
280,"POLYGON ((108.21480294252957 16.05999672766043, 108.21489483864518 16.060025557178022, 108.21492288351124 16.05993499417386, 108.21482393558082 16.059911302734495, 108.21480294252957 16.05999672766043))"
281,"POLYGON ((108.21484867454336 16.059918079388, 108.21493877693845 16.05993495967037, 108.21494222554959 16.05989909285151, 108.21485918295001 16.059880489659097, 108.21484867454336 16.059918079388))"
282,"POLYGON ((108.21494673554668 16.059940065154066, 108.21500239624845 16.059954458798675, 108.21502167680868 16.05989209000102, 108.21496249812893 16.0598836805541, 108.21494673554668 16.059940065154066))"
283,"POLYGON ((108.21504379066508 16.059909117855224, 108.21508355595552 16.059922692200782, 108.21509664778044 16.059856921662018, 108.21505514631022 16.059856157992837, 108.21504379066508 16.059909117855224))"
284,"POLYGON ((108.21514459776824 16.05997293345345, 108.21519936560601 16.05998306001756, 108.21521591389218 16.05988483780809, 108.21516820784038 16.059873842115604, 108.21514459776824 16.05997293345345))"
285,"POLYGON ((108.21528481118004 16.059895787451275, 108.21538721760383 16.059887880798858, 108.21538529093979 16.05981872770571, 108.21528819227649 16.059830891792863, 108.21528481118004 16.059895787451275))"
286,"POLYGON ((108.21540399994731 16.059890405710007, 108.21551613290269 16.059888454413812, 108.21551069020241 16.059826139313998, 108.21539945810862 16.05983577279106, 108.21540399994731 16.059890405710007))"
287,"POLYGON ((108.2155550489961 16.059916545007486, 108.21564777652075 16.059923173760954, 108.21565298696929 16.059885595515844, 108.21556202142756 16.059877255346787, 108.2155550489961 16.059916545007486))"
288,"POLYGON ((108.21528111068045 16.059823223035792, 108.21536938561746 16.059813639506462, 108.21537279843358 16.059762404475396, 108.2152809956173 16.059773703257317, 108.21528111068045 16.059823223035792))"
289,"POLYGON ((108.21511421194592 16.059815901424134, 108.21509403258898 16.05987144183273, 108.21525386167524 16.059876217436628, 108.21526425494416 16.059789107911243, 108.21511939671171 16.05976722392813, 108.21511421194592 16.059815901424134))"
290,"POLYGON ((108.21486969333499 16.059843753718997, 108.21498982453511 16.059863983971606, 108.2150090575069 16.059781124231066, 108.21493574345163 16.05976933029263, 108.21493054476453 16.059812031260098, 108.21488019776983 16.059804456410344, 108.21486969333499 16.059843753718997))"
291,"POLYGON ((108.21499947373663 16.05983664162528, 108.2150789725602 16.059850129697562, 108.2150876197998 16.059771561906565, 108.21501255368828 16.05976574835464, 108.21499947373663 16.05983664162528))"
292,"POLYGON ((108.21500628964422 16.059729902623303, 108.21507252606933 16.059735735352184, 108.21510326731182 16.05966565751652, 108.21501935570853 16.059653032826493, 108.21500628964422 16.059729902623303))"
293,"POLYGON ((108.21512356166994 16.05965963688694, 108.21527372357815 16.059684070727993, 108.21528683119766 16.059625130492588, 108.21513313746584 16.05960070433012, 108.21512356166994 16.05965963688694))"
294,"POLYGON ((108.2151113885283 16.05974077371798, 108.21526329262595 16.059754958257955, 108.21527109649873 16.05969346816494, 108.2151306333382 16.05966303670309, 108.2151113885283 16.05974077371798))"
295,"POLYGON ((108.21489598613 16.059759171075694, 108.21495163488323 16.059768441999214, 108.21495949237904 16.05973000422701, 108.21490295670455 16.059719027643297, 108.21489598613 16.059759171075694))"
296,"POLYGON ((108.21489588107355 16.059713920240913, 108.2149771636197 16.059735088623135, 108.21498676721788 16.059688109122646, 108.21490372866715 16.059671213523632, 108.21489588107355 16.059713920240913))"
297,"POLYGON ((108.21472821439454 16.05975612002488, 108.21476885863872 16.05976798493572, 108.21478012913697 16.05967831214332, 108.21474122508472 16.059655344140292, 108.21472821439454 16.05975612002488))"
298,"POLYGON ((108.21479893700426 16.059792679674707, 108.21485103605453 16.05979427418534, 108.21485356999999 16.05974474865417, 108.21480763587948 16.0597363104148, 108.21481288611918 16.059715807972434, 108.21477933732787 16.059717588369775, 108.21477234096675 16.05974663253728, 108.21480413571912 16.059749978709633, 108.21479893700426 16.059792679674707))"
299,"POLYGON ((108.21481643384291 16.05972263062178, 108.21487208060077 16.059731047777028, 108.21489222829202 16.05966184675791, 108.21479773100694 16.059653513927163, 108.21479339742397 16.05968852887201, 108.21481547556536 16.05969018854294, 108.21481643384291 16.05972263062178))"
300,"POLYGON ((108.21487313006475 16.059802764164647, 108.21492612001468 16.05980777189765, 108.21492517361253 16.059780452555973, 108.21489162282971 16.059781379181814, 108.2149003533938 16.05973867054816, 108.21486767369264 16.05973447251731, 108.21485633980603 16.0597968240542, 108.21487313006475 16.059802764164647))"
301,"POLYGON ((108.21454592541359 16.05996569495504, 108.21459009364074 16.05997413708018, 108.214602160034 16.0598468956491, 108.21455977163566 16.05984442622057, 108.21454592541359 16.05996569495504))"
302,"POLYGON ((108.21441161719338 16.05992415035559, 108.21451054330038 16.05993845030351, 108.21452097056658 16.05986585522542, 108.21442206627711 16.05986094696452, 108.21441161719338 16.05992415035559))"
303,"POLYGON ((108.2141631169142 16.06013899130122, 108.21426027123617 16.06015073382145, 108.21430919486163 16.059925226227836, 108.21419968305126 16.059915218099746, 108.2141631169142 16.06013899130122))"
304,"POLYGON ((108.21428508939725 16.06019166211465, 108.21438577562819 16.060203396920084, 108.21439761048835 16.059976262142754, 108.21430403959086 16.059986710549644, 108.21428508939725 16.06019166211465))"
305,"POLYGON ((108.21439635146005 16.06019483605048, 108.21444761517354 16.060216923515693, 108.21448771287704 16.059993142615117, 108.21442765913805 16.05998815009322, 108.21439635146005 16.06019483605048))"
306,"POLYGON ((108.21407078354623 16.0599214740081, 108.21414760573956 16.059923015114904, 108.2141941101304 16.059796552854532, 108.21411987950083 16.05977024612929, 108.21407078354623 16.0599214740081))"
307,"POLYGON ((108.21419524050108 16.05990327461722, 108.21429505351259 16.05991928033035, 108.21430724085303 16.05984412006386, 108.21421001938255 16.059803348720738, 108.21419524050108 16.05990327461722))"
308,"POLYGON ((108.21430527892822 16.05975959874158, 108.21438834123232 16.05978674004559, 108.2144129672979 16.059744850754953, 108.21431047774803 16.05971689778562, 108.21430527892822 16.05975959874158))"
309,"POLYGON ((108.2144307315975 16.05979006329783, 108.21450139871313 16.059802716944326, 108.21451366123152 16.059760000663985, 108.21443947018176 16.059750769837954, 108.2144307315975 16.05979006329783))"
310,"POLYGON ((108.21448029462871 16.059840329637748, 108.21453505447853 16.059847041216212, 108.21453494752235 16.059800936590094, 108.21447490374236 16.059800213026758, 108.21448029462871 16.059840329637748))"
311,"POLYGON ((108.21456143258986 16.059799171553326, 108.21467710134776 16.05979892061496, 108.21467966505551 16.059762201925142, 108.21455865889881 16.059745388568732, 108.21456143258986 16.059799171553326))"
312,"POLYGON ((108.21462931213804 16.059752065647704, 108.21467259339093 16.05975880209401, 108.21467151824338 16.059675986441434, 108.21463619361728 16.059673501700846, 108.21462931213804 16.059752065647704))"
313,"POLYGON ((108.21450033947967 16.05972673160442, 108.21457629447654 16.059735104789436, 108.214573530687 16.059685590751684, 108.21450465528997 16.059684032559794, 108.21450033947967 16.05972673160442))"
314,"POLYGON ((108.21421689706926 16.05972307720452, 108.21426287471438 16.059750298938404, 108.21427327632888 16.059666604606573, 108.21421850861829 16.05965647780183, 108.21421689706926 16.05972307720452))"
315,"POLYGON ((108.21426897036699 16.05971357259499, 108.21438379175322 16.05972869193961, 108.21438897669543 16.059680014456273, 108.21427328622656 16.059670873553657, 108.21426897036699 16.05971357259499))"
316,"POLYGON ((108.2144505824045 16.059592793907, 108.21458660285838 16.059611282344804, 108.21459266873457 16.059561749152596, 108.21445225328429 16.05955180818599, 108.2144505824045 16.059592793907))"
317,"POLYGON ((108.21466518294015 16.05960940428071, 108.21470497984873 16.059636639329078, 108.21474015585511 16.059575089856086, 108.21469771401753 16.059549568140255, 108.21466518294015 16.05960940428071))"
318,"POLYGON ((108.21468092378508 16.059543628015202, 108.21473660615516 16.059567413415873, 108.21477531400531 16.059505856273244, 108.21469933135073 16.059485530105256, 108.21468092378508 16.059543628015202))"
319,"POLYGON ((108.2147606265787 16.05964505651409, 108.2148471831021 16.059655967977882, 108.21485415170147 16.059614970757163, 108.2147728791244 16.05959807127318, 108.2147606265787 16.05964505651409))"
320,"POLYGON ((108.21485224901048 16.059556063124816, 108.21497766990517 16.059572866732978, 108.21497932085167 16.059523343117213, 108.21492720006648 16.059512356953064, 108.21492104110732 16.059521762053407, 108.21488571452441 16.059518423563965, 108.21488921269344 16.059503901478394, 108.21485036415886 16.059504839596336, 108.21485224901048 16.059556063124816))"
321,"POLYGON ((108.214861173813 16.059597025848635, 108.21495655998724 16.059607918103147, 108.21496356028214 16.05958058150877, 108.21486373946743 16.059561160946213, 108.214861173813 16.059597025848635))"
322,"POLYGON ((108.21497959840634 16.059642873624483, 108.21503172121099 16.059654713564093, 108.21502966777847 16.059530917945608, 108.21498465235314 16.059537846033862, 108.21497959840634 16.059642873624483))"
323,"POLYGON ((108.2150545930881 16.059617950773575, 108.21509076299715 16.05960421153068, 108.2150826398124 16.059528241537816, 108.21503584259486 16.05952834315696, 108.2150545930881 16.059617950773575))"
324,"POLYGON ((108.21490281596688 16.059658408600253, 108.21494344632373 16.05966429695296, 108.21495221453833 16.05963781031457, 108.21490891744598 16.059624243609495, 108.21490281596688 16.059658408600253))"
325,"POLYGON ((108.21403196460078 16.059935218821153, 108.21400419037474 16.060142750869307, 108.21404658081121 16.060146074195668, 108.21407524389801 16.059941101598145, 108.21403196460078 16.059935218821153))"
326,"POLYGON ((108.21389821428868 16.060134442516564, 108.21394238648611 16.060144592353726, 108.213978992438 16.05993789497218, 108.21392688939511 16.059934592671357, 108.21389821428868 16.060134442516564))"
327,"POLYGON ((108.21376301915343 16.060091191844165, 108.21384341679932 16.0601115087777, 108.21386082301939 16.06000218548122, 108.21378045903317 16.059996382973555, 108.21376301915343 16.060091191844165))"
328,"POLYGON ((108.21368354007929 16.060086241178464, 108.2137603860656 16.060098027895908, 108.21377069694286 16.059975059270407, 108.21369740264842 16.059971802802856, 108.21368354007929 16.060086241178464))"
329,"POLYGON ((108.21395845667145 16.059839753183446, 108.2140220620143 16.059853276080425, 108.21405014287109 16.05977808138919, 108.21397943424441 16.059747498014428, 108.21395845667145 16.059839753183446))"
330,"POLYGON ((108.21395822522125 16.05973985981834, 108.21402624734812 16.05975422694028, 108.2140402284155 16.059691015911433, 108.21397662905825 16.059680054386686, 108.21395822522125 16.05973985981834))"
331,"POLYGON ((108.21383919667542 16.05981439770004, 108.21383575380034 16.059852825874962, 108.21389402770704 16.059851845863395, 108.21390262200788 16.059750225792754, 108.21385491209674 16.05973752222592, 108.21383919667542 16.05981439770004))"
332,"POLYGON ((108.2140755352318 16.05968581664547, 108.2141868761799 16.05972314227477, 108.21420790905529 16.05965479318943, 108.21410010000952 16.059617459916357, 108.2140755352318 16.05968581664547))"
333,"POLYGON ((108.21398003233864 16.05962455042059, 108.21406483673604 16.059641442553872, 108.21408061141953 16.059590180748, 108.21399580704282 16.059573288620346, 108.21398003233864 16.05962455042059))"
334,"POLYGON ((108.21414952240673 16.059607107287093, 108.21419016263089 16.059617264730758, 108.21422525170489 16.059518148603097, 108.21417753193545 16.059501176159753, 108.21414952240673 16.059607107287093))"
335,"POLYGON ((108.2140504678781 16.05953731085258, 108.21410523950627 16.059549145280382, 108.21410152559207 16.05947060430459, 108.21410524346389 16.059550852859285, 108.21414371799192 16.05938854867045, 108.21408012861977 16.059381856121067, 108.2140504678781 16.05953731085258))"
336,"POLYGON ((108.2140982153491 16.05956623637652, 108.21414592721204 16.059579793679454, 108.2141827347357 16.0594601827842, 108.21413679674717 16.05945003681938, 108.2140982153491 16.05956623637652))"
337,"POLYGON ((108.21374346047013 16.05965238421176, 108.21385820663444 16.059635059840392, 108.21378860750937 16.059321014464253, 108.21367204023184 16.059314436511002, 108.21374346047013 16.05965238421176))"
338,"POLYGON ((108.21389330378874 16.059539358920773, 108.21402403032184 16.05955956677236, 108.2140538058438 16.059453631833023, 108.2140008080902 16.05944520872315, 108.2140076225452 16.059337615945918, 108.21387163792105 16.059334495344515, 108.21389330378874 16.059539358920773))"
339,"POLYGON ((108.21532414793145 16.059724943267884, 108.2153965552103 16.059726493520667, 108.21539982117793 16.059612078082147, 108.21530976254228 16.05961398135495, 108.21532414793145 16.059724943267884))"
340,"POLYGON ((108.2157601033534 16.059624955554465, 108.21590841792046 16.059614387431587, 108.21590300887819 16.05956658676007, 108.21575998420163 16.059573728199965, 108.2157601033534 16.059624955554465))"
341,"POLYGON ((108.2159791625387 16.05966033836911, 108.21609236512354 16.059738641037818, 108.21617005828317 16.059735056763902, 108.21616453389395 16.059637736328398, 108.21609201536087 16.059588374139345, 108.2159791625387 16.05966033836911))"
342,"POLYGON ((108.21551671020282 16.05975696894953, 108.21566853292816 16.059736147842045, 108.21565784599123 16.059696896575083, 108.2155995661962 16.059695315697407, 108.21550774556289 16.05969893047209, 108.21551671020282 16.05975696894953))"
343,"POLYGON ((108.215551885976 16.059695419349936, 108.21566488987281 16.059688343323863, 108.21566473103566 16.05962004018398, 108.21555168747774 16.059610040423692, 108.215551885976 16.059695419349936))"
344,"POLYGON ((108.21541945282466 16.05970082995358, 108.21553597668985 16.05968862358434, 108.21553578216826 16.059604952236363, 108.21541040487199 16.059606932321103, 108.21541945282466 16.05970082995358))"
345,"POLYGON ((108.2155109797101 16.059570854404875, 108.21567697343885 16.05956878595061, 108.2156907792423 16.059430441372083, 108.21551065420485 16.059430832963017, 108.2155109797101 16.059570854404875))"
346,"POLYGON ((108.21511009307618 16.05956318745777, 108.21528144015734 16.05958501390522, 108.21529725023271 16.05954912022525, 108.21522835108054 16.059537316793264, 108.21523181550363 16.05950828028446, 108.21512047053045 16.05946924762099, 108.21511009307618 16.05956318745777))"
347,"POLYGON ((108.21499342650492 16.059513920761784, 108.21509762049514 16.05951540210091, 108.21510446212379 16.059419762355645, 108.21499671649401 16.05940975079338, 108.21499342650492 16.059513920761784))"
348,"POLYGON ((108.2147741219032 16.05937266704708, 108.21480941675046 16.059362344925688, 108.21482010746617 16.059403303819803, 108.21488191507524 16.059403169666933, 108.21486942273901 16.05934684640068, 108.21483939794498 16.059345203982154, 108.21483569564049 16.059271785761364, 108.21478095575708 16.059273612149404, 108.2147741219032 16.05937266704708))"
349,"POLYGON ((108.21502137609184 16.05938237585485, 108.21507790176175 16.059389083463262, 108.21508643397577 16.059260995887286, 108.21503166237598 16.059249161709563, 108.21502137609184 16.05938237585485))"
350,"POLYGON ((108.21532525120688 16.059439773806208, 108.21546663292463 16.05948557143255, 108.21548589940537 16.059417226070376, 108.21534804959482 16.059371420781257, 108.21532525120688 16.059439773806208))"
351,"POLYGON ((108.21535333945226 16.05936799411288, 108.21549464967536 16.059383055307723, 108.21550677699435 16.059282281303055, 108.21536724467711 16.05927233901296, 108.21535333945226 16.05936799411288))"
352,"POLYGON ((108.21574567404484 16.059495210312463, 108.21586223351895 16.059498371975444, 108.21586199913801 16.05939762484502, 108.21573665772341 16.05941497332394, 108.21574567404484 16.059495210312463))"
353,"POLYGON ((108.21593306152235 16.05958018207745, 108.21603889827715 16.059528724184485, 108.21599297608473 16.059525408934512, 108.21603890225123 16.05953043176292, 108.2160193696979 16.059484369414708, 108.21590468343325 16.05952730861393, 108.21593306152235 16.05958018207745))"
354,"POLYGON ((108.21600523031964 16.059479277419637, 108.21609699519344 16.059451756336582, 108.21604901697435 16.059323791714874, 108.21597842345531 16.059342728778347, 108.21599264229616 16.059381972344788, 108.21596793912634 16.059390564028547, 108.21600523031964 16.059479277419637))"
355,"POLYGON ((108.21628816911367 16.05964600511682, 108.21640656222264 16.059678191467505, 108.21639785584699 16.059731145624088, 108.21648088657662 16.05974462548314, 108.21651929554882 16.059554999667427, 108.21631433602323 16.05950763359605, 108.21628816911367 16.05964600511682))"
356,"POLYGON ((108.21634251538234 16.05947512808494, 108.21641846636476 16.059481793038945, 108.2164322318764 16.059326372641593, 108.21637571811969 16.05932478812643, 108.2163511899497 16.059408513302305, 108.21634251538234 16.05947512808494))"
357,"POLYGON ((108.21660217501402 16.059503591506402, 108.21669578931466 16.059511925465046, 108.21669897892546 16.05936506603666, 108.21660186068378 16.059368692820453, 108.21660217501402 16.059503591506402))"
358,"POLYGON ((108.21683520241461 16.059470639536112, 108.217020625249 16.05947023527783, 108.21702047789897 16.059407054884403, 108.21683680911174 16.059402332556964, 108.21683520241461 16.059470639536112))"
359,"POLYGON ((108.216731167658 16.059537462172496, 108.21701558631061 16.059581239412513, 108.21702065710856 16.059483895903398, 108.21673457614236 16.0594845195495, 108.216731167658 16.059537462172496))"
360,"POLYGON ((108.21676614798271 16.059392241048172, 108.21697808360447 16.059402024565426, 108.216991904427 16.0592705102379, 108.21675347999509 16.05926078446106, 108.21676614798271 16.059392241048172))"
